Theme,Name,Code
UAM(도심항공모빌리티),퍼스텍,010820
UAM(도심항공모빌리티),KT,030200
UAM(도심항공모빌리티),넥센타이어,002350
UAM(도심항공모빌리티),파이버프로,368770
UAM(도심항공모빌리티),카카오,035720
UAM(도심항공모빌리티),제주항공,089590
UAM(도심항공모빌리티),한국항공우주,047810
UAM(도심항공모빌리티),기산텔레콤,035460
UAM(도심항공모빌리티),네온테크,306620
UAM(도심항공모빌리티),한화에어로스페이스,012450
UAM(도심항공모빌리티),하이즈항공,221840
UAM(도심항공모빌리티),서연이화,200880
UAM(도심항공모빌리티),GS,078930
UAM(도심항공모빌리티),한국카본,017960
UAM(도심항공모빌리티),LG유플러스,032640
UAM(도심항공모빌리티),SK텔레콤,017670
UAM(도심항공모빌리티),대한항공,003490
UAM(도심항공모빌리티),현대차,005380
UAM(도심항공모빌리티),현대건설,000720
항공기부품,LIG넥스원,079550
항공기부품,아스트,067390
항공기부품,켄코아에어로스페이스,274090
항공기부품,오르비텍,046120
항공기부품,한국항공우주,047810
항공기부품,한화에어로스페이스,012450
항공기부품,하이즈항공,221840
항공기부품,현대위아,011210
항공기부품,이엠코리아,095190
항공기부품,한국카본,017960
항공기부품,대한항공,003490
항공기부품,휴니드,005870
항공기부품,두산에너빌리티,034020
화폐/금융자동화기기(디지털화폐 등),한네트,052600
화폐/금융자동화기기(디지털화폐 등),로지시스,067730
화폐/금융자동화기기(디지털화폐 등),케이씨티,089150
화폐/금융자동화기기(디지털화폐 등),케이씨에스,115500
화폐/금융자동화기기(디지털화폐 등),한국전자금융,063570
화폐/금융자동화기기(디지털화폐 등),푸른기술,094940
화폐/금융자동화기기(디지털화폐 등),풍산,103140
화폐/금융자동화기기(디지털화폐 등),프리엠스,053160
화폐/금융자동화기기(디지털화폐 등),누리플렉스,040160
화폐/금융자동화기기(디지털화폐 등),카카오페이,377300
영상콘텐츠,위지윅스튜디오,299900
영상콘텐츠,래몽래인,200350
영상콘텐츠,덱스터,206560
영상콘텐츠,NEW,160550
영상콘텐츠,스튜디오미르,408900
영상콘텐츠,포바이포,389140
영상콘텐츠,스튜디오산타클로스,204630
영상콘텐츠,자이언트스텝,289220
영상콘텐츠,쇼박스,086980
영상콘텐츠,에이스토리,241840
영상콘텐츠,대원미디어,048910
영상콘텐츠,콘텐트리중앙,036420
영상콘텐츠,SAMG엔터,419530
영상콘텐츠,애니플러스,310200
영상콘텐츠,KX,122450
영상콘텐츠,바른손,018700
영상콘텐츠,삼화네트웍스,046390
영상콘텐츠,CJ ENM,035760
영상콘텐츠,SM C&C,048550
영상콘텐츠,SM Life Design,063440
영상콘텐츠,캐리소프트,317530
영상콘텐츠,케이티알파,036030
영상콘텐츠,키이스트,054780
영상콘텐츠,에프엔씨엔터,173940
영상콘텐츠,바른손이앤에이,035620
영상콘텐츠,JYP Ent.,035900
영상콘텐츠,팬엔터테인먼트,068050
영상콘텐츠,SBS콘텐츠허브,046140
영상콘텐츠,코퍼스코리아,322780
영상콘텐츠,큐로홀딩스,051780
영상콘텐츠,SBS,034120
영상콘텐츠,스튜디오드래곤,253450
영상콘텐츠,빅텐츠,210120
영상콘텐츠,와이랩,432430
광고,와이더플래닛,321820
광고,FSN,214270
광고,엔피,291230
광고,오리콤,010470
광고,나스미디어,089600
광고,레뷰코퍼레이션,443250
광고,와이즈버즈,273060
광고,케어랩스,263700
광고,인크로스,216050
광고,SM C&C,048550
광고,비케이홀딩스,050090
광고,HS애드,035000
광고,지어소프트,051160
광고,이엠넷,123570
광고,YG PLUS,037270
광고,모비데이즈,363260
광고,엔비티,236810
광고,제일기획,030000
광고,이노션,214320
광고,아시아경제,127710
광고,에코마케팅,230360
광고,플레이디,237820
지능형로봇/인공지능(AI),와이더플래닛,321820
지능형로봇/인공지능(AI),로보티즈,108490
지능형로봇/인공지능(AI),고영,098460
지능형로봇/인공지능(AI),라온피플,300120
지능형로봇/인공지능(AI),유진로봇,056080
지능형로봇/인공지능(AI),알에프세미,096610
지능형로봇/인공지능(AI),알체라,347860
지능형로봇/인공지능(AI),로보스타,090360
지능형로봇/인공지능(AI),링크제니시스,219420
지능형로봇/인공지능(AI),엠로,058970
지능형로봇/인공지능(AI),인포마크,175140
지능형로봇/인공지능(AI),삼성에스디에스,018260
지능형로봇/인공지능(AI),크라우드웍스,355390
지능형로봇/인공지능(AI),퍼스텍,010820
지능형로봇/인공지능(AI),모아데이타,288980
지능형로봇/인공지능(AI),에브리봇,270660
지능형로봇/인공지능(AI),로보로보,215100
지능형로봇/인공지능(AI),휴림로봇,090710
지능형로봇/인공지능(AI),티로보틱스,117730
지능형로봇/인공지능(AI),스맥,099440
지능형로봇/인공지능(AI),데이타솔루션,263800
지능형로봇/인공지능(AI),줌인터넷,239340
지능형로봇/인공지능(AI),큐렉소,060280
지능형로봇/인공지능(AI),브레인즈컴퍼니,099390
지능형로봇/인공지능(AI),핀텔,291810
지능형로봇/인공지능(AI),미래컴퍼니,049950
지능형로봇/인공지능(AI),트윔,290090
지능형로봇/인공지능(AI),코난테크놀로지,402030
지능형로봇/인공지능(AI),에이디칩스,054630
지능형로봇/인공지능(AI),오픈베이스,049480
지능형로봇/인공지능(AI),가온그룹,078890
지능형로봇/인공지능(AI),네패스,033640
지능형로봇/인공지능(AI),러셀,217500
지능형로봇/인공지능(AI),유일로보틱스,388720
지능형로봇/인공지능(AI),한화에어로스페이스,012450
지능형로봇/인공지능(AI),LG전자,066570
지능형로봇/인공지능(AI),네오펙트,290660
지능형로봇/인공지능(AI),한국전자인증,041460
지능형로봇/인공지능(AI),모비스,250060
지능형로봇/인공지능(AI),오브젠,417860
지능형로봇/인공지능(AI),엑셈,205100
지능형로봇/인공지능(AI),셀바스AI,108860
지능형로봇/인공지능(AI),위세아이텍,065370
지능형로봇/인공지능(AI),영우디에스피,143540
지능형로봇/인공지능(AI),바이브컴퍼니,301300
지능형로봇/인공지능(AI),마음AI,377480
지능형로봇/인공지능(AI),씨유박스,340810
지능형로봇/인공지능(AI),솔트룩스,304100
지능형로봇/인공지능(AI),비플라이소프트,148780
RFID(NFC 등),에이스테크,088800
RFID(NFC 등),소니드,060230
RFID(NFC 등),아모텍,052710
RFID(NFC 등),엑스큐어,070300
RFID(NFC 등),이루온,065440
RFID(NFC 등),에스넷,038680
RFID(NFC 등),KT,030200
RFID(NFC 등),코나아이,052400
RFID(NFC 등),빅텍,065450
RFID(NFC 등),에이텍모빌리티,224110
RFID(NFC 등),SK스퀘어,402340
RFID(NFC 등),삼성전자,005930
RFID(NFC 등),유비벨록스,089850
RFID(NFC 등),파트론,091700
RFID(NFC 등),SK,034730
RFID(NFC 등),누리플렉스,040160
RFID(NFC 등),에이루트,096690
가상현실(VR),위지윅스튜디오,299900
가상현실(VR),덱스터,206560
가상현실(VR),세코닉스,053450
가상현실(VR),지니뮤직,043610
가상현실(VR),데브시스터즈,194480
가상현실(VR),비유테크놀러지,230980
가상현실(VR),에스피지,058610
가상현실(VR),아프리카TV,067160
가상현실(VR),스코넥,276040
가상현실(VR),드래곤플라이,030350
가상현실(VR),에스넷,038680
가상현실(VR),하이비젼시스템,126700
가상현실(VR),동운아나텍,094170
가상현실(VR),시공테크,020710
가상현실(VR),나무가,190510
가상현실(VR),신도기연,290520
가상현실(VR),바른손이앤에이,035620
가상현실(VR),에스코넥,096630
가상현실(VR),토탈소프트,045340
가상현실(VR),라온텍,418420
가상현실(VR),LG전자,066570
가상현실(VR),제이씨현시스템,033320
가상현실(VR),삼성전자,005930
가상현실(VR),큐에스아이,066310
가상현실(VR),이랜텍,054210
가상현실(VR),아이엠,101390
가상현실(VR),와이제이엠게임즈,193250
가상현실(VR),칩스앤미디어,094360
가상현실(VR),이노시뮬레이션,274400
가상현실(VR),하이소닉,106080
가상현실(VR),한빛소프트,047080
메타버스(Metaverse),위지윅스튜디오,299900
메타버스(Metaverse),EDGC,245620
메타버스(Metaverse),덱스터,206560
메타버스(Metaverse),맥스트,377030
메타버스(Metaverse),주연테크,044380
메타버스(Metaverse),지니뮤직,043610
메타버스(Metaverse),엔피,291230
메타버스(Metaverse),자이언트스텝,289220
메타버스(Metaverse),LG이노텍,011070
메타버스(Metaverse),알체라,347860
메타버스(Metaverse),비유테크놀러지,230980
메타버스(Metaverse),대성창투,027830
메타버스(Metaverse),스코넥,276040
메타버스(Metaverse),웨이버스,336060
메타버스(Metaverse),뉴프렉스,085670
메타버스(Metaverse),드래곤플라이,030350
메타버스(Metaverse),아진엑스텍,059120
메타버스(Metaverse),이노뎁,303530
메타버스(Metaverse),선익시스템,171090
메타버스(Metaverse),에스넷,038680
메타버스(Metaverse),컴투스,078340
메타버스(Metaverse),핑거,163730
메타버스(Metaverse),KT,030200
메타버스(Metaverse),CJ ENM,035760
메타버스(Metaverse),옵티시스,109080
메타버스(Metaverse),미투온,201490
메타버스(Metaverse),신도기연,290520
메타버스(Metaverse),버넥트,438700
메타버스(Metaverse),카카오,035720
메타버스(Metaverse),다보링크,340360
메타버스(Metaverse),비비안,002070
메타버스(Metaverse),펄어비스,263750
메타버스(Metaverse),iMBC,052220
메타버스(Metaverse),에스코넥,096630
메타버스(Metaverse),씨이랩,189330
메타버스(Metaverse),코세스,089890
메타버스(Metaverse),디어유,376300
메타버스(Metaverse),위세아이텍,065370
메타버스(Metaverse),셀바스AI,108860
메타버스(Metaverse),큐에스아이,066310
메타버스(Metaverse),이랜텍,054210
메타버스(Metaverse),엔비티,236810
메타버스(Metaverse),바이브컴퍼니,301300
메타버스(Metaverse),LG유플러스,032640
메타버스(Metaverse),SK텔레콤,017670
메타버스(Metaverse),비트나인,357880
메타버스(Metaverse),SBS,034120
메타버스(Metaverse),크레버스,096240
메타버스(Metaverse),와이제이엠게임즈,193250
메타버스(Metaverse),현대차,005380
메타버스(Metaverse),엘엠에스,073110
메타버스(Metaverse),엠게임,058630
메타버스(Metaverse),칩스앤미디어,094360
메타버스(Metaverse),NAVER,035420
메타버스(Metaverse),한글과컴퓨터,030520
메타버스(Metaverse),넵튠,217270
메타버스(Metaverse),한빛소프트,047080
엔터테인먼트,티엔엔터테인먼트,131100
엔터테인먼트,래몽래인,200350
엔터테인먼트,알비더블유,361570
엔터테인먼트,지니뮤직,043610
엔터테인먼트,TJ미디어,032540
엔터테인먼트,NEW,160550
엔터테인먼트,스튜디오산타클로스,204630
엔터테인먼트,콘텐트리중앙,036420
엔터테인먼트,삼화네트웍스,046390
엔터테인먼트,CJ ENM,035760
엔터테인먼트,SM C&C,048550
엔터테인먼트,카카오,035720
엔터테인먼트,키이스트,054780
엔터테인먼트,에프엔씨엔터,173940
엔터테인먼트,JYP Ent.,035900
엔터테인먼트,팬엔터테인먼트,068050
엔터테인먼트,판타지오,032800
엔터테인먼트,디어유,376300
엔터테인먼트,큐브엔터,182360
엔터테인먼트,아이오케이,078860
엔터테인먼트,큐로홀딩스,051780
엔터테인먼트,스튜디오드래곤,253450
엔터테인먼트,하이브,352820
엔터테인먼트,에스엠,041510
엔터테인먼트,와이지엔터테인먼트,122870
엔터테인먼트,갤럭시아에스엠,011420
엔터테인먼트,아센디오,012170
의료AI,소니드,060230
의료AI,코어라인소프트,384470
의료AI,루닛,328130
의료AI,제이엘케이,322510
의료AI,딥노이드,315640
의료AI,라이프시맨틱스,347700
의료AI,모아데이타,288980
의료AI,인성정보,033230
의료AI,뷰노,338220
의료AI,토마토시스템,393210
의료AI,신테카바이오,226330
의료AI,노을,376930
의료AI,셀바스AI,108860
의료AI,엔젠바이오,354200
의료AI,젠큐릭스,229000
의료AI,비스토스,419540
의료AI,셀바스헬스케어,208370
의료AI,씨유박스,340810
의료AI,이지케어텍,099750
의료AI,셀루메드,049180
의료AI,파로스아이바이오,388870
의료AI,드림씨아이에스,223250
의료AI,랩지노믹스,084650
의료AI,디엔에이링크,127120
우주항공산업(누리호/인공위성 등),LIG넥스원,079550
우주항공산업(누리호/인공위성 등),컨텍,451760
우주항공산업(누리호/인공위성 등),한화시스템,272210
우주항공산업(누리호/인공위성 등),AP위성,211270
우주항공산업(누리호/인공위성 등),켄코아에어로스페이스,274090
우주항공산업(누리호/인공위성 등),퍼스텍,010820
우주항공산업(누리호/인공위성 등),비츠로테크,042370
우주항공산업(누리호/인공위성 등),파이버프로,368770
우주항공산업(누리호/인공위성 등),쎄트렉아이,099320
우주항공산업(누리호/인공위성 등),한국항공우주,047810
우주항공산업(누리호/인공위성 등),에스에프에이,056190
우주항공산업(누리호/인공위성 등),인텔리안테크,189300
우주항공산업(누리호/인공위성 등),한화에어로스페이스,012450
우주항공산업(누리호/인공위성 등),한양이엔지,045100
우주항공산업(누리호/인공위성 등),서남,294630
우주항공산업(누리호/인공위성 등),이수페타시스,007660
우주항공산업(누리호/인공위성 등),제노코,361390
우주항공산업(누리호/인공위성 등),한양디지텍,078350
우주항공산업(누리호/인공위성 등),덕산하이메탈,077360
우주항공산업(누리호/인공위성 등),현대로템,064350
우주항공산업(누리호/인공위성 등),한화,000880
우주항공산업(누리호/인공위성 등),대한항공,003490
우주항공산업(누리호/인공위성 등),태웅,044490
우주항공산업(누리호/인공위성 등),한글과컴퓨터,030520
스마트카(SMART CAR),오비고,352910
스마트카(SMART CAR),세코닉스,053450
스마트카(SMART CAR),MDS테크,086960
스마트카(SMART CAR),LG이노텍,011070
스마트카(SMART CAR),커머스마이너,223310
스마트카(SMART CAR),아이에이,038880
스마트카(SMART CAR),인포뱅크,039290
스마트카(SMART CAR),모트렉스,118990
스마트카(SMART CAR),모바일어플라이언스,087260
스마트카(SMART CAR),DB하이텍,000990
스마트카(SMART CAR),유비벨록스,089850
스마트카(SMART CAR),엠씨넥스,097520
스마트카(SMART CAR),현대모비스,012330
스마트카(SMART CAR),HL만도,204320
차량용블랙박스,THE MIDONG,161570
차량용블랙박스,시너지이노베이션,048870
차량용블랙박스,팅크웨어,084730
차량용블랙박스,앤씨앤,092600
차량용블랙박스,파인디지털,038950
차량용블랙박스,모바일어플라이언스,087260
차량용블랙박스,제이씨현시스템,033320
차량용블랙박스,백금T&A,046310
차량용블랙박스,엠씨넥스,097520
차량용블랙박스,현대모비스,012330
마리화나(대마),EDGC,245620
마리화나(대마),우리바이오,082850
마리화나(대마),오성첨단소재,052420
마리화나(대마),세토피아,222810
마리화나(대마),엔에프씨,265740
마리화나(대마),HLB바이오스텝,278650
마리화나(대마),한국비엔씨,256840
마리화나(대마),화일약품,061250
마리화나(대마),아이큐어,175250
마리화나(대마),애머릿지,900100
마리화나(대마),메디콕스,054180
마리화나(대마),비엘팜텍,065170
방위산업/전쟁 및 테러,LIG넥스원,079550
방위산업/전쟁 및 테러,에이스테크,088800
방위산업/전쟁 및 테러,아이쓰리시스템,214430
방위산업/전쟁 및 테러,코츠테크놀로지,448710
방위산업/전쟁 및 테러,한화시스템,272210
방위산업/전쟁 및 테러,대성하이텍,129920
방위산업/전쟁 및 테러,비유테크놀러지,230980
방위산업/전쟁 및 테러,켄코아에어로스페이스,274090
방위산업/전쟁 및 테러,퍼스텍,010820
방위산업/전쟁 및 테러,비츠로테크,042370
방위산업/전쟁 및 테러,우리기술,032820
방위산업/전쟁 및 테러,SNT다이내믹스,003570
방위산업/전쟁 및 테러,풍산,103140
방위산업/전쟁 및 테러,풍산홀딩스,005810
방위산업/전쟁 및 테러,파이버프로,368770
방위산업/전쟁 및 테러,코콤,015710
방위산업/전쟁 및 테러,빅텍,065450
방위산업/전쟁 및 테러,평화산업,090080
방위산업/전쟁 및 테러,혜인,003010
방위산업/전쟁 및 테러,쎄트렉아이,099320
방위산업/전쟁 및 테러,한국항공우주,047810
방위산업/전쟁 및 테러,STX엔진,077970
방위산업/전쟁 및 테러,한일단조,024740
방위산업/전쟁 및 테러,기산텔레콤,035460
방위산업/전쟁 및 테러,대양전기공업,108380
방위산업/전쟁 및 테러,한컴라이프케어,372910
방위산업/전쟁 및 테러,에스코넥,096630
방위산업/전쟁 및 테러,이지트로닉스,377330
방위산업/전쟁 및 테러,한화에어로스페이스,012450
방위산업/전쟁 및 테러,SNT모티브,064960
방위산업/전쟁 및 테러,제노코,361390
방위산업/전쟁 및 테러,현대위아,011210
방위산업/전쟁 및 테러,스페코,013810
방위산업/전쟁 및 테러,웰크론,065950
방위산업/전쟁 및 테러,이엠코리아,095190
방위산업/전쟁 및 테러,HJ중공업,097230
방위산업/전쟁 및 테러,쌍용정보통신,010280
방위산업/전쟁 및 테러,기아,000270
방위산업/전쟁 및 테러,덕산하이메탈,077360
방위산업/전쟁 및 테러,웨이브일렉트로,095270
방위산업/전쟁 및 테러,현대로템,064350
방위산업/전쟁 및 테러,한화,000880
방위산업/전쟁 및 테러,대한항공,003490
방위산업/전쟁 및 테러,삼영이엔씨,065570
방위산업/전쟁 및 테러,휴니드,005870
방위산업/전쟁 및 테러,한화오션,042660
방위산업/전쟁 및 테러,국영지앤엠,006050
방위산업/전쟁 및 테러,YTN,040300
방위산업/전쟁 및 테러,HD한국조선해양,009540
방위산업/전쟁 및 테러,포메탈,119500
방위산업/전쟁 및 테러,STX,011810
로봇(산업용/협동로봇 등),피제이전자,006140
로봇(산업용/협동로봇 등),두산로보틱스,454910
로봇(산업용/협동로봇 등),레인보우로보틱스,277810
로봇(산업용/협동로봇 등),에스비비테크,389500
로봇(산업용/협동로봇 등),로보스타,090360
로봇(산업용/협동로봇 등),이랜시스,264850
로봇(산업용/협동로봇 등),에스피지,058610
로봇(산업용/협동로봇 등),뉴로메카,348340
로봇(산업용/협동로봇 등),우림피티에스,101170
로봇(산업용/협동로봇 등),제우스,079370
로봇(산업용/협동로봇 등),푸른기술,094940
로봇(산업용/협동로봇 등),퍼스텍,010820
로봇(산업용/협동로봇 등),아진엑스텍,059120
로봇(산업용/협동로봇 등),알에스오토메이션,140670
로봇(산업용/협동로봇 등),에브리봇,270660
로봇(산업용/협동로봇 등),휴림로봇,090710
로봇(산업용/협동로봇 등),티로보틱스,117730
로봇(산업용/협동로봇 등),삼익THK,004380
로봇(산업용/협동로봇 등),스맥,099440
로봇(산업용/협동로봇 등),에스피시스템스,317830
로봇(산업용/협동로봇 등),대동,000490
로봇(산업용/협동로봇 등),브이원텍,251630
로봇(산업용/협동로봇 등),신성델타테크,065350
로봇(산업용/협동로봇 등),티피씨글로벌,130740
로봇(산업용/협동로봇 등),싸이맥스,160980
로봇(산업용/협동로봇 등),케이피에프,024880
로봇(산업용/협동로봇 등),디아이씨,092200
로봇(산업용/협동로봇 등),코닉오토메이션,391710
로봇(산업용/협동로봇 등),TPC,048770
로봇(산업용/협동로봇 등),휴림네트웍스,192410
로봇(산업용/협동로봇 등),라온테크,232680
로봇(산업용/협동로봇 등),러셀,217500
로봇(산업용/협동로봇 등),해성티피씨,059270
로봇(산업용/협동로봇 등),유일로보틱스,388720
로봇(산업용/협동로봇 등),서암기계공업,100660
로봇(산업용/협동로봇 등),대동기어,008830
로봇(산업용/협동로봇 등),현대무벡스,319400
로봇(산업용/협동로봇 등),두산,000150
로봇(산업용/협동로봇 등),포메탈,119500
드론(Drone),베셀,177350
드론(Drone),한화시스템,272210
드론(Drone),켄코아에어로스페이스,274090
드론(Drone),퍼스텍,010820
드론(Drone),피씨디렉트,051380
드론(Drone),KT,030200
드론(Drone),코콤,015710
드론(Drone),인지컨트롤스,023800
드론(Drone),쎄트렉아이,099320
드론(Drone),한국항공우주,047810
드론(Drone),티쓰리,204610
드론(Drone),기산텔레콤,035460
드론(Drone),네온테크,306620
드론(Drone),에스코넥,096630
드론(Drone),한컴위드,054920
드론(Drone),한화에어로스페이스,012450
드론(Drone),제이씨현시스템,033320
드론(Drone),덕산하이메탈,077360
드론(Drone),아이엠,101390
드론(Drone),대한항공,003490
드론(Drone),엠씨넥스,097520
드론(Drone),매커스,093520
드론(Drone),휴니드,005870
드론(Drone),디티앤씨,187220
드론(Drone),한빛소프트,047080
드론(Drone),스마트레이더시스템,424960
전선,LS전선아시아,229640
전선,일진전기,103590
전선,대원전선,006340
전선,LS,006260
전선,KBI메탈,024840
전선,대한전선,001440
전선,가온전선,000500
초전도체,씨씨에스,066790
초전도체,덕성,004830
초전도체,아모텍,052710
초전도체,인지디스플레,037330
초전도체,신성델타테크,065350
초전도체,파워로직스,047310
초전도체,인지컨트롤스,023800
초전도체,원익피앤이,217820
초전도체,LS ELECTRIC,010120
초전도체,고려제강,002240
초전도체,한양이엔지,045100
초전도체,서남,294630
초전도체,탑엔지니어링,065130
초전도체,모비스,250060
자율주행차,에이스테크,088800
자율주행차,아이쓰리시스템,214430
자율주행차,THE MIDONG,161570
자율주행차,오비고,352910
자율주행차,세코닉스,053450
자율주행차,텔레칩스,054450
자율주행차,유진로봇,056080
자율주행차,MDS테크,086960
자율주행차,LG이노텍,011070
자율주행차,디와이,013570
자율주행차,아이에이,038880
자율주행차,인포뱅크,039290
자율주행차,드림텍,192650
자율주행차,하이비젼시스템,126700
자율주행차,퓨런티어,370090
자율주행차,모트렉스,118990
자율주행차,라닉스,317120
자율주행차,KG모빌리티,003620
자율주행차,KT,030200
자율주행차,팅크웨어,084730
자율주행차,유니트론텍,142210
자율주행차,캠시스,050110
자율주행차,한국단자,025540
자율주행차,앤씨앤,092600
자율주행차,파인디지털,038950
자율주행차,SK하이닉스,000660
자율주행차,넥스트칩,396270
자율주행차,라이콤,388790
자율주행차,에이테크솔루션,071670
자율주행차,삼보모터스,053700
자율주행차,모바일어플라이언스,087260
자율주행차,삼성전기,009150
자율주행차,LG전자,066570
자율주행차,코리아에프티,123410
자율주행차,삼성전자,005930
자율주행차,디에이테크놀로지,196490
자율주행차,기아,000270
자율주행차,SK텔레콤,017670
자율주행차,엠씨넥스,097520
자율주행차,현대모비스,012330
자율주행차,DH오토웨어,025440
자율주행차,옵트론텍,082210
자율주행차,현대차,005380
자율주행차,칩스앤미디어,094360
자율주행차,NAVER,035420
자율주행차,유니퀘스트,077500
자율주행차,현대오토에버,307950
자율주행차,트루윈,105550
자율주행차,켐트로닉스,089010
자율주행차,스마트레이더시스템,424960
자율주행차,HL만도,204320
5G(5세대 이동통신),에이스테크,088800
5G(5세대 이동통신),LS전선아시아,229640
5G(5세대 이동통신),RFHIC,218410
5G(5세대 이동통신),케이엠더블유,032500
5G(5세대 이동통신),쏠리드,050890
5G(5세대 이동통신),오이솔루션,138080
5G(5세대 이동통신),우리로,046970
5G(5세대 이동통신),와이팜,332570
5G(5세대 이동통신),인포마크,175140
5G(5세대 이동통신),오파스넷,173130
5G(5세대 이동통신),이노와이어리스,073490
5G(5세대 이동통신),이루온,065440
5G(5세대 이동통신),센서뷰,321370
5G(5세대 이동통신),코스텍시스,355150
5G(5세대 이동통신),대한광통신,010170
5G(5세대 이동통신),에치에프알,230240
5G(5세대 이동통신),피피아이,062970
5G(5세대 이동통신),KT,030200
5G(5세대 이동통신),쏘닉스,088280
5G(5세대 이동통신),자람테크놀로지,389020
5G(5세대 이동통신),기가레인,049080
5G(5세대 이동통신),옵티코어,380540
5G(5세대 이동통신),다보링크,340360
5G(5세대 이동통신),와이솔,122990
5G(5세대 이동통신),와이어블,065530
5G(5세대 이동통신),휴림네트웍스,192410
5G(5세대 이동통신),우리넷,115440
5G(5세대 이동통신),나무기술,242040
5G(5세대 이동통신),코위버,056360
5G(5세대 이동통신),기산텔레콤,035460
5G(5세대 이동통신),라이콤,388790
5G(5세대 이동통신),이지트로닉스,377330
5G(5세대 이동통신),아이크래프트,052460
5G(5세대 이동통신),엔텔스,069410
5G(5세대 이동통신),이수페타시스,007660
5G(5세대 이동통신),LG전자,066570
5G(5세대 이동통신),서진시스템,178320
5G(5세대 이동통신),이노인스트루먼트,215790
5G(5세대 이동통신),삼성전자,005930
5G(5세대 이동통신),텔코웨어,078000
5G(5세대 이동통신),에프알텍,073540
5G(5세대 이동통신),유비쿼스,264450
5G(5세대 이동통신),웨이브일렉트로,095270
5G(5세대 이동통신),LG유플러스,032640
5G(5세대 이동통신),SK텔레콤,017670
5G(5세대 이동통신),삼지전자,037460
5G(5세대 이동통신),알에프텍,061040
5G(5세대 이동통신),라이트론,069540
5G(5세대 이동통신),PI첨단소재,178920
5G(5세대 이동통신),대덕전자,353200
5G(5세대 이동통신),텔레필드,091440
쿠팡(coupang),와이더플래닛,321820
쿠팡(coupang),NEW,160550
쿠팡(coupang),알로이스,297570
쿠팡(coupang),쇼박스,086980
쿠팡(coupang),팬스타엔터프라이즈,054300
쿠팡(coupang),미래생명자원,218150
쿠팡(coupang),디아이씨,092200
쿠팡(coupang),태경케미컬,006890
쿠팡(coupang),케이티알파,036030
쿠팡(coupang),동방,004140
쿠팡(coupang),서울식품,004410
쿠팡(coupang),흥국에프엔비,189980
쿠팡(coupang),한국정보통신,025770
쿠팡(coupang),한국전자홀딩스,006200
쿠팡(coupang),엔비티,236810
쿠팡(coupang),KCTC,009070
쿠팡(coupang),오텍,067170
쿠팡(coupang),아이스크림에듀,289010
쿠팡(coupang),ESR켄달스퀘어리츠,365550
쿠팡(coupang),다날,064260
쿠팡(coupang),갤럭시아머니트리,094480
쿠팡(coupang),헥토파이낸셜,234340
통신장비,에이스테크,088800
통신장비,RFHIC,218410
통신장비,케이엠더블유,032500
